日期,最高点,最低点,收盘价,最近5天最高点,最近5天最低点,建议操作
2014-10-31,2423.6,2384.48,2420.18,2423.6,2279.84,买入
2014-11-03,2436.79,2418.17,2430.03,2436.79,2294.01,买入
2014-11-04,2435.22,2417.22,2430.68,2436.79,2339.71,
2014-11-05,2434.36,2415.5,2419.25,2436.79,2365.92,
2014-11-06,2426.89,2401.75,2425.86,2436.79,2384.48,
2014-11-07,2454.42,2407.44,2418.17,2454.42,2401.75,
2014-11-10,2474.16,2428.19,2473.67,2474.16,2401.75,买入
2014-11-11,2508.62,2445.96,2469.67,2508.62,2401.75,
2014-11-12,2494.92,2444.81,2494.48,2508.62,2401.75,
2014-11-13,2507.74,2471.41,2485.61,2508.62,2407.44,
2014-11-14,2481.03,2457.05,2478.82,2508.62,2428.19,
2014-11-17,2508.77,2472.45,2474.01,2508.77,2444.81,
2014-11-18,2477.05,2449.81,2456.37,2508.77,2444.81,
2014-11-19,2461.49,2442.71,2450.99,2508.77,2442.71,
2014-11-20,2458.32,2437.48,2452.66,2508.77,2437.48,
2014-11-21,2488.2,2446.65,2486.79,2508.77,2437.48,
2014-11-24,2546.75,2495.52,2532.88,2546.75,2437.48,买入
2014-11-25,2568.38,2527.08,2567.6,2568.38,2437.48,买入
2014-11-26,2605.07,2570.4,2604.35,2605.07,2437.48,买入
2014-11-27,2631.4,2599.11,2630.49,2631.4,2446.65,买入
2014-11-28,2683.18,2622.06,2682.84,2683.18,2495.52,买入
2014-12-01,2720.74,2668.84,2680.16,2720.74,2527.08,
2014-12-02,2777.37,2665.69,2763.55,2777.37,2570.4,买入
2014-12-03,2824.18,2733.87,2779.53,2824.18,2599.11,买入
2014-12-04,2900.51,2772.43,2899.46,2900.51,2622.06,买入
2014-12-05,2978.03,2813.05,2937.65,2978.03,2665.69,买入
2014-12-08,3041.66,2879.85,3020.26,3041.66,2665.69,买入
2014-12-09,3091.32,2834.59,2856.27,3091.32,2733.87,
2014-12-10,2946.71,2807.68,2940.01,3091.32,2772.43,
2014-12-11,2965.68,2892.61,2925.74,3091.32,2807.68,
2014-12-12,2962.51,2914.96,2938.17,3091.32,2807.68,
2014-12-15,2960.23,2890.9,2953.42,3091.32,2807.68,
2014-12-16,3021.9,2943.91,3021.52,3021.9,2807.68,
2014-12-17,3076.6,2993.33,3061.02,3076.6,2890.9,买入
2014-12-18,3089.79,3030.32,3057.52,3089.79,2890.9,
2014-12-19,3117.53,3018.42,3108.6,3117.53,2890.9,买入
2014-12-22,3189.87,3090.51,3127.45,3189.87,2943.91,买入
2014-12-23,3136.84,3025.67,3032.61,3189.87,2993.33,
2014-12-24,3050.51,2934.91,2972.53,3189.87,2934.91,卖出
2014-12-25,3073.35,2969.87,3072.54,3189.87,2934.91,
2014-12-26,3164.16,3064.18,3157.6,3189.87,2934.91,
2014-12-29,3223.86,3126.94,3168.02,3223.86,2934.91,
2014-12-30,3190.3,3130.35,3165.82,3223.86,2934.91,
2014-12-31,3239.36,3157.26,3234.68,3239.36,2969.87,买入
